"Game","Date","1","2","3","4","5","6","Additional number","some_1","Some_2"
"2398","28/08/12","2","6","19","29","36","37","7","0","0"
"2397","25/08/12","7","11","26","27","28","34","6","0","0"
"2396","21/08/12","6","7","17","18","25","35","4","0","0"
"2395","18/08/12","4","12","16","21","26","30","6","0","0"
"2394","14/08/12","5","8","25","29","30","31","4","0","0"
"2393","11/08/12","9","16","21","24","26","33","7","0","0"
"2392","07/08/12","1","15","21","23","26","36","3","0","2"
"2391","04/08/12","4","12","19","23","27","31","1","0","0"
"2390","02/08/12","3","8","30","34","35","36","7","0","0"
"2389","31/07/12","1","5","11","18","26","30","3","1","0"
"2388","27/07/12","3","15","26","27","36","37","5","0","0"
"2387","24/07/12","1","11","21","25","26","31","4","0","0"
"2386","21/07/12","4","8","21","22","24","29","1","0","0"
"2385","17/07/12","9","15","25","26","28","32","3","0","0"
"2384","14/07/12","2","11","12","18","24","26","5","0","0"
"2383","10/07/12","7","20","23","24","25","36","7","0","0"
"2382","07/07/12","4","8","14","21","27","37","3","0","0"
"2381","05/07/12","5","8","11","21","35","37","6","0","0"
"2380","03/07/12","9","15","25","30","32","33","7","0","0"
"2379","30/06/12","3","8","9","10","16","36","6","0","0"
"2378","26/06/12","1","2","14","15","28","31","2","1","0"
"2377","23/06/12","10","12","18","21","25","35","2","0","0"
"2376","21/06/12","6","7","11","30","33","35","3","0","0"
"2375","19/06/12","2","5","14","21","36","37","3","0","0"
"2374","16/06/12","1","2","3","16","28","30","3","0","0"
"2373","12/06/12","5","7","11","24","26","30","1","0","0"
"2372","09/06/12","1","6","25","29","33","34","2","0","0"
"2371","07/06/12","5","10","12","20","22","31","1","0","0"
"2370","05/06/12","7","21","26","31","32","35","6","0","0"
"2369","02/06/12","2","8","12","17","21","24","3","1","0"
"2368","29/05/12","3","8","10","23","24","34","3","0","0"
"2367","27/05/12","14","19","30","34","35","36","4","0","1"
"2366","22/05/12","9","11","21","25","26","32","6","1","0"
"2365","19/05/12","5","6","7","16","23","36","1","0","0"
"2364","15/05/12","4","5","18","23","32","36","4","0","0"
"2363","12/05/12","1","2","3","14","23","29","7","0","0"
"2362","08/05/12","2","21","22","23","28","30","4","0","0"
"2361","05/05/12","18","22","25","26","27","33","3","0","0"
"2360","03/05/12","4","15","17","20","21","25","4","0","0"
"2359","01/05/12","8","9","19","27","28","33","2","0","0"
"2358","28/04/12","5","17","19","22","25","32","1","0","0"
"2357","23/04/12","1","2","9","12","26","29","2","0","0"
"2356","21/04/12","1","8","21","23","28","32","5","0","0"
"2355","17/04/12","3","5","7","27","35","36","2","0","0"
"2354","15/04/12","3","11","12","15","22","33","7","1","0"
"2353","10/04/12","1","8","14","21","23","31","2","0","0"
"2352","08/04/12","7","16","17","18","20","36","1","0","0"
"2351","03/04/12","8","13","15","21","23","26","3","1","0"
"2350","31/03/12","6","8","9","11","17","31","1","0","0"
"2349","29/03/12","8","12","13","16","30","37","2","0","0"
"2348","27/03/12","3","5","12","23","24","32","7","0","0"
"2347","24/03/12","1","3","5","11","19","24","5","0","0"
"2346","20/03/12","2","14","15","23","27","31","3","0","1"
"2345","17/03/12","1","4","14","23","29","30","7","0","0"
"2344","13/03/12","2","3","10","11","28","34","6","0","0"
"2343","10/03/12","12","19","23","30","35","37","5","0","0"
"2342","06/03/12","6","13","14","22","28","29","6","0","0"
"2341","03/03/12","2","7","8","14","31","34","5","0","0"
"2340","01/03/12","11","13","24","26","29","34","6","1","0"
"2339","28/02/12","2","10","14","32","34","36","7","0","0"
"2338","25/02/12","1","5","11","13","21","35","2","0","0"
"2337","21/02/12","18","21","22","23","25","36","2","0","0"
"2336","18/02/12","3","5","7","8","32","37","5","0","0"
"2335","14/02/12","7","10","22","23","27","36","3","0","0"
"2334","11/02/12","2","4","25","30","33","37","6","0","0"
"2333","07/02/12","1","2","17","19","29","32","4","1","0"
"2332","04/02/12","15","16","17","25","27","30","4","0","0"
"2331","02/02/12","14","17","29","31","32","35","5","0","0"
"2330","31/01/12","8","15","20","26","27","34","6","0","0"
"2329","28/01/12","8","12","18","20","29","32","3","0","0"
"2328","24/01/12","3","10","15","24","28","37","4","0","0"
"2327","21/01/12","14","16","27","28","32","36","5","0","0"
"2326","17/01/12","2","19","22","25","26","28","3","0","0"
"2325","14/01/12","5","10","14","25","27","33","2","0","0"
"2324","10/01/12","7","10","16","21","25","28","5","0","0"
"2323","07/01/12","1","2","20","21","25","28","1","0","0"
"2322","05/01/12","3","23","25","28","29","33","4","0","1"
"2321","03/01/12","7","25","27","31","32","34","7","0","0"
"2320","31/12/11","2","3","8","15","19","34","6","0","0"
"2319","27/12/11","5","6","7","12","33","36","7","0","0"
"2318","24/12/11","1","3","13","14","17","36","5","0","0"
"2317","20/12/11","4","16","21","26","28","30","2","1","0"
"2316","17/12/11","6","7","22","30","31","36","6","0","0"
"2315","13/12/11","2","4","5","11","15","24","7","0","0"
"2314","11/12/11","3","10","23","27","32","37","6","1","0"
"2313","06/12/11","6","13","15","17","19","35","3","0","0"
"2312","03/12/11","7","8","20","26","30","34","2","0","0"
"2311","29/11/11","12","21","25","27","29","31","2","0","0"
"2310","26/11/11","2","7","10","20","23","32","7","0","1"
"2309","22/11/11","15","16","20","24","28","35","6","0","0"
"2308","19/11/11","15","19","22","29","33","37","7","1","0"
"2307","15/11/11","2","4","5","7","24","33","1","1","0"
"2306","12/11/11","3","12","16","21","26","36","1","0","0"
"2305","08/11/11","1","2","14","15","18","32","1","0","0"
"2304","05/11/11","6","15","20","25","28","30","5","0","0"
"2303","01/11/11","2","15","17","18","20","34","2","0","0"
"2302","29/10/11","2","7","9","14","23","24","6","0","0"
"2301","25/10/11","10","13","20","35","36","37","1","0","1"
"2300","23/10/11","9","18","20","31","32","37","3","0","0"
"2299","18/10/11","2","4","17","20","26","34","4","0","0"
"2298","15/10/11","7","12","15","27","33","37","3","0","0"
"2297","11/10/11","1","3","4","7","20","34","3","0","0"
"2296","09/10/11","3","9","12","17","24","30","2","0","2"
"2295","04/10/11","5","8","10","16","19","31","7","0","0"
"2294","02/10/11","12","16","24","29","33","35","2","0","0"
"2293","27/09/11","3","5","10","11","34","36","6","0","0"
"2292","24/09/11","4","15","16","17","35","37","3","0","0"
"2291","20/09/11","9","13","16","17","34","35","5","0","0"
"2290","17/09/11","15","18","21","29","31","34","6","1","0"
"2289","13/09/11","15","19","29","31","34","35","7","0","0"
"2288","10/09/11","10","11","14","19","20","29","2","0","0"
"2287","06/09/11","6","7","12","18","25","26","1","0","0"
"2286","03/09/11","9","16","18","20","21","25","6","0","0"
"2285","30/08/11","1","2","3","5","22","28","5","0","0"
"2284","27/08/11","8","12","15","23","34","35","3","0","1"
"2283","23/08/11","16","17","21","28","33","37","4","0","0"
"2282","20/08/11","17","18","24","30","36","37","2","0","0"
"2281","16/08/11","4","6","8","32","35","37","1","0","0"
"2280","13/08/11","4","7","12","18","20","36","1","0","0"
"2279","09/08/11","9","15","17","18","25","26","3","0","0"
"2278","06/08/11","1","2","10","15","25","32","6","0","0"
"2277","02/08/11","7","10","14","18","20","36","2","0","0"
"2276","30/07/11","1","5","13","24","30","37","6","1","0"
"2275","26/07/11","1","4","11","26","28","34","7","0","0"
"2274","23/07/11","15","17","23","24","27","31","2","0","0"
"2273","19/07/11","1","16","20","24","29","36","5","1","0"
"2272","16/07/11","7","11","17","21","23","37","2","0","0"
"2271","12/07/11","1","2","9","21","22","36","3","0","0"
"2270","09/07/11","3","11","15","17","22","23","1","0","0"
"2269","05/07/11","1","6","19","23","33","37","3","1","0"
"2268","02/07/11","4","11","17","24","25","30","3","0","0"
"2267","28/06/11","21","24","30","32","36","37","4","1","0"
"2266","25/06/11","6","10","16","20","23","30","1","0","1"
"2265","21/06/11","5","16","19","25","28","34","2","0","0"
"2264","18/06/11","4","16","19","29","30","32","6","0","0"
"2263","14/06/11","1","3","4","18","24","26","3","0","0"
"2262","11/06/11","2","8","12","17","26","35","7","0","0"
"2261","08/06/11","8","11","13","16","32","37","7","0","0"
"2260","04/06/11","5","9","12","16","20","26","1","0","0"
"2259","31/05/11","2","9","20","22","23","33","2","0","0"
"2258","28/05/11","6","10","16","19","27","32","5","0","0"
"2257","24/05/11","7","12","18","23","34","36","4","1","0"
"2256","21/05/11","2","16","17","31","35","36","5","0","0"
"2255","17/05/11","3","12","15","16","27","34","2","0","0"
"2254","14/05/11","10","16","21","23","35","37","7","0","0"
"2253","11/05/11","4","8","12","14","22","24","4","0","1"
"2252","07/05/11","1","12","14","20","21","29","2","0","0"
"2251","03/05/11","5","11","13","14","34","36","4","1","0"
"2250","30/04/11","3","4","19","23","27","33","6","0","0"
"2249","27/04/11","3","14","17","24","30","35","4","0","0"
"2248","23/04/11","10","14","19","20","23","34","5","0","0"
"2247","20/04/11","12","13","15","26","28","36","4","0","0"
"2246","16/04/11","7","8","11","13","15","28","1","0","0"
"2245","12/04/11","5","12","17","19","24","34","2","0","0"
"2244","09/04/11","6","16","18","22","26","31","7","0","0"
"2243","05/04/11","5","6","8","12","29","35","7","0","0"
"2242","02/04/11","6","14","16","19","21","30","2","0","0"
"2241","29/03/11","6","13","21","23","24","29","1","0","0"
"2240","26/03/11","8","12","13","19","23","29","3","0","0"
"2239","22/03/11","4","5","7","8","15","33","7","0","0"
"2238","19/03/11","8","10","17","19","24","32","3","0","0"
"2237","15/03/11","4","11","18","19","22","28","2","0","0"
"2236","12/03/11","3","7","14","17","18","20","1","1","0"
"2235","08/03/11","2","7","8","9","13","28","3","0","0"
"2234","05/03/11","2","17","19","21","26","31","6","1","0"
"2233","01/03/11","13","20","25","28","33","35","8","0","0"
"2232","26/02/11","19","23","24","28","29","33","5","0","0"
"2231","22/02/11","1","9","10","11","15","21","1","0","0"
"2230","19/02/11","1","10","12","17","26","30","1","0","0"
"2229","15/02/11","10","16","19","24","27","32","4","0","0"
"2228","12/02/11","1","4","18","20","26","31","2","1","0"
"2227","08/02/11","3","7","9","18","30","35","3","0","0"
"2226","05/02/11","7","20","24","26","34","36","5","0","0"
"2225","01/02/11","8","12","21","31","33","34","1","0","1"
"2224","29/01/11","7","10","12","13","30","36","7","0","0"
"2223","25/01/11","5","7","21","25","36","37","6","0","0"
"2222","22/01/11","4","11","13","20","29","33","5","0","0"
"2221","18/01/11","6","7","12","22","26","37","7","0","0"
"2220","15/01/11","7","12","16","22","25","28","7","1","0"
"2219","11/01/11","5","21","25","26","29","37","7","0","0"
"2218","08/01/11","3","11","29","32","33","35","6","0","0"
"2217","04/01/11","4","13","21","24","26","31","7","1","0"
"2216","01/01/11","2","13","14","19","31","35","1","0","0"
"2215","28/12/10","2","9","10","22","31","37","8","1","0"
"2214","25/12/10","7","8","10","16","28","35","7","0","0"
"2213","21/12/10","6","8","10","20","22","36","5","0","0"
"2212","18/12/10","2","5","6","9","17","35","1","0","0"
"2211","14/12/10","3","8","11","19","21","32","1","0","0"
"2210","11/12/10","5","8","19","23","28","36","2","0","0"
"2209","07/12/10","3","7","11","16","17","36","1","0","0"
"2208","04/12/10","3","11","12","20","27","34","5","0","0"
"2207","30/11/10","12","19","23","25","28","32","1","0","0"
"2206","27/11/10","6","9","12","18","23","25","1","0","0"
"2205","23/11/10","4","9","12","16","21","31","5","0","0"
"2204","20/11/10","7","13","14","21","35","37","7","0","1"
"2203","16/11/10","11","12","14","15","32","34","8","0","0"
"2202","13/11/10","12","15","19","31","35","37","5","0","0"
"2201","09/11/10","21","22","26","29","33","36","2","0","0"
"2200","06/11/10","18","20","21","24","25","31","7","0","0"
"2199","02/11/10","2","11","24","31","35","36","2","0","0"
"2198","30/10/10","8","11","16","30","31","33","5","0","0"
"2197","26/10/10","1","11","15","17","29","32","3","0","0"
"2196","23/10/10","4","5","14","17","23","35","5","0","0"
"2195","19/10/10","8","9","21","28","32","33","8","0","0"
"2194","16/10/10","13","14","26","32","33","36","2","3","0"
"2193","12/10/10","10","17","29","32","34","35","4","0","0"
"2192","09/10/10","13","14","21","30","32","37","1","0","0"
"2191","05/10/10","3","14","24","29","30","33","6","0","0"
"2190","02/10/10","13","14","18","31","34","35","7","0","0"
"2189","28/09/10","2","14","15","16","25","35","5","0","1"
"2188","25/09/10","4","15","20","21","27","32","7","0","0"
"2187","21/09/10","13","14","26","32","33","36","1","0","0"
"2186","19/09/10","3","4","5","27","29","30","4","0","0"
"2185","14/09/10","14","16","21","22","24","35","2","0","0"
"2184","12/09/10","1","4","13","16","34","36","6","0","0"
"2183","07/09/10","4","5","16","17","30","35","5","0","0"
"2182","04/09/10","10","15","24","25","30","37","6","0","0"
"2181","31/08/10","12","13","16","18","22","36","7","0","0"
"2180","28/08/10","1","7","11","15","21","34","3","0","0"
"2179","24/08/10","3","8","11","12","25","27","3","0","0"
"2178","21/08/10","1","10","12","13","15","37","1","1","0"
"2177","17/08/10","1","7","12","14","25","30","4","0","0"
"2176","14/08/10","8","17","18","24","26","31","2","0","0"
"2175","10/08/10","12","17","18","19","21","37","3","0","0"
"2174","07/08/10","7","8","18","19","20","33","8","0","0"
"2173","03/08/10","15","19","27","28","30","31","3","0","0"
"2172","31/07/10","1","6","7","13","19","29","7","0","0"
"2171","27/07/10","1","6","9","24","35","36","5","0","0"
"2170","24/07/10","3","4","5","14","26","32","4","0","0"
"2169","20/07/10","2","9","13","20","21","24","4","0","1"
"2168","17/07/10","1","8","9","10","16","37","5","0","0"
"2167","13/07/10","6","9","20","22","27","36","4","0","0"
"2166","10/07/10","6","8","9","16","25","36","2","0","0"
"2165","06/07/10","7","9","21","23","24","27","5","0","1"
"2164","03/07/10","4","8","12","14","29","37","3","0","0"
"2163","01/07/10","3","4","6","8","15","20","3","0","0"
"2162","29/06/10","1","11","13","27","29","32","1","1","1"
"2161","26/06/10","6","10","14","16","28","31","5","0","0"
"2160","24/06/10","8","15","23","25","26","37","8","0","0"
"2159","22/06/10","2","11","16","18","22","29","1","0","0"
"2158","19/06/10","4","5","6","7","10","28","6","0","0"
"2157","15/06/10","2","6","17","20","21","30","5","0","0"
"2156","12/06/10","7","8","15","23","25","26","8","0","0"
"2155","08/06/10","11","12","23","25","28","31","1","1","0"
"2154","05/06/10","10","22","25","29","31","34","8","0","0"
"2153","03/06/10","2","10","15","26","28","34","4","0","0"
"2152","01/06/10","2","10","11","12","19","34","8","0","0"
"2151","29/05/10","1","4","17","19","27","36","5","0","0"
"2150","25/05/10","9","10","12","16","20","23","2","0","0"
"2149","22/05/10","18","19","23","24","28","31","3","0","0"
"2148","19/05/10","2","3","9","18","23","30","5","0","0"
"2147","15/05/10","4","8","14","19","35","36","4","0","0"
"2146","11/05/10","4","17","19","22","32","35","3","0","0"
"2145","08/05/10","1","10","12","19","30","32","3","0","0"
"2144","06/05/10","1","2","12","16","22","25","3","0","0"
"2143","04/05/10","9","18","31","33","34","35","7","0","0"
"2142","01/05/10","2","8","9","18","20","27","7","0","0"
"2141","27/04/10","2","3","5","8","10","14","4","1","0"
"2140","24/04/10","4","7","22","29","31","36","3","0","0"
"2139","21/04/10","6","10","23","24","28","36","4","0","0"
"2138","17/04/10","1","11","20","27","28","30","4","0","0"
"2137","13/04/10","5","11","14","15","21","32","3","0","0"
"2136","10/04/10","12","15","21","24","28","34","7","1","0"
"2135","06/04/10","2","11","18","22","31","36","2","0","0"
"2134","03/04/10","6","9","10","21","26","27","6","0","0"
"2133","30/03/10","1","5","10","22","28","30","8","0","0"
"2132","27/03/10","7","11","15","25","30","36","1","0","0"
"2131","23/03/10","8","12","21","25","27","31","2","0","0"
"2130","20/03/10","4","11","12","14","25","29","1","1","0"
"2129","16/03/10","14","15","21","27","30","32","2","0","0"
"2128","13/03/10","1","2","13","15","24","26","1","0","0"
"2127","09/03/10","7","8","9","13","20","33","1","0","0"
"2126","06/03/10","6","7","27","34","35","36","7","0","0"
"2125","02/03/10","6","11","18","25","29","33","5","0","0"
"2124","27/02/10","7","16","21","24","26","34","8","0","0"
"2123","23/02/10","13","23","25","29","31","35","2","0","0"
"2122","20/02/10","3","4","13","15","18","19","6","0","0"
"2121","16/02/10","1","2","13","24","30","32","2","0","0"
"2120","13/02/10","1","8","11","13","15","25","4","0","0"
"2119","09/02/10","11","18","24","26","31","34","6","1","0"
"2118","06/02/10","7","19","22","24","28","37","7","0","0"
"2117","02/02/10","5","13","14","15","18","30","1","0","0"
"2116","30/01/10","14","23","26","27","33","35","5","0","0"
"2115","26/01/10","2","11","14","24","28","30","1","0","0"
"2114","23/01/10","9","10","11","14","24","33","6","0","0"
"2113","19/01/10","6","9","19","25","32","33","6","0","0"
"2112","16/01/10","10","12","14","15","28","37","4","0","0"
"2111","12/01/10","2","7","9","10","12","20","4","0","0"
"2110","09/01/10","1","3","4","32","33","35","2","0","0"
"2109","05/01/10","3","6","22","32","33","36","4","0","0"
"2108","02/01/10","1","11","12","27","31","35","4","1","0"
"2107","29/12/09","7","8","12","13","29","31","8","0","0"
"2106","26/12/09","6","8","14","21","23","24","7","0","1"
"2105","22/12/09","16","19","22","24","26","28","2","0","0"
"2104","19/12/09","10","15","19","25","34","36","1","0","0"
"2103","15/12/09","9","21","22","23","25","35","7","0","0"
"2102","12/12/09","4","6","12","23","26","30","6","0","0"
"2101","08/12/09","1","6","15","20","22","24","4","0","0"
"2100","05/12/09","3","22","25","28","33","34","3","0","0"
"2099","01/12/09","1","11","13","24","29","31","8","0","0"
"2098","28/11/09","9","10","16","27","30","34","3","0","0"
"2097","24/11/09","5","6","7","24","29","33","8","0","0"
"2096","21/11/09","1","14","16","17","27","36","4","0","0"
"2095","17/11/09","2","12","13","18","28","30","4","0","0"
"2094","14/11/09","5","6","14","31","32","34","4","0","0"
"2093","10/11/09","4","17","18","22","31","32","6","0","0"
"2092","07/11/09","3","11","17","18","25","33","4","0","0"
"2091","03/11/09","3","6","9","11","25","32","7","0","0"
"2090","31/10/09","6","8","17","20","22","25","1","0","0"
"2089","27/10/09","3","10","11","23","24","25","1","0","0"
"2088","24/10/09","5","7","19","23","30","33","5","0","0"
"2087","20/10/09","8","14","25","27","31","37","3","0","0"
"2086","17/10/09","1","3","10","14","23","37","3","0","0"
"2085","13/10/09","2","11","15","19","28","36","6","0","0"
"2084","10/10/09","2","6","12","17","32","37","6","1","0"
"2083","06/10/09","3","12","20","22","25","28","8","0","0"
"2082","03/10/09","1","14","16","17","26","34","4","0","0"
"2081","29/09/09","4","8","14","21","22","34","8","0","0"
"2080","26/09/09","2","4","8","11","16","34","2","0","0"
"2079","22/09/09","2","6","8","18","21","29","8","0","0"
"2078","20/09/09","5","6","10","23","25","34","8","0","0"
"2077","15/09/09","21","23","25","30","31","33","2","1","0"
"2076","12/09/09","14","17","24","30","32","35","7","0","0"
"2075","08/09/09","8","14","20","21","28","35","1","0","0"
"2074","05/09/09","3","10","14","17","22","37","3","0","0"
"2073","01/09/09","4","8","11","16","27","31","1","0","0"
"2072","29/08/09","7","8","11","12","20","35","6","0","0"
"2071","25/08/09","6","7","14","16","17","28","8","0","0"
"2070","22/08/09","1","10","21","22","31","34","3","0","0"
"2069","18/08/09","12","17","20","22","25","30","3","0","0"
"2068","15/08/09","8","11","17","21","25","31","2","0","0"
"2067","11/08/09","7","16","20","22","32","34","8","0","0"
"2066","08/08/09","4","13","16","23","33","37","4","0","0"
"2065","06/08/09","4","5","11","28","29","34","1","0","0"
"2064","04/08/09","1","3","16","23","33","37","8","0","0"
"2063","01/08/09","3","5","20","27","33","37","1","0","0"
"2062","28/07/09","1","2","4","22","29","36","4","0","0"
"2061","25/07/09","2","3","4","17","20","26","4","0","0"
"2060","21/07/09","3","7","17","19","21","33","6","0","0"
"2059","18/07/09","6","20","30","32","34","35","7","0","0"
"2058","14/07/09","6","7","10","15","16","20","3","1","0"
"2057","11/07/09","4","17","18","24","26","37","3","1","0"
"2056","07/07/09","2","3","13","14","20","26","2","0","0"
"2055","04/07/09","8","9","14","18","22","37","5","0","0"
"2054","02/07/09","6","11","21","24","25","26","6","0","0"
"2053","30/06/09","2","11","12","21","35","36","6","0","0"
"2052","27/06/09","2","12","24","25","27","28","5","0","0"
"2051","23/06/09","6","11","13","17","26","31","7","0","0"
"2050","20/06/09","8","9","11","28","30","35","2","0","0"
"2049","18/06/09","20","27","30","32","34","37","3","0","0"
"2048","16/06/09","6","18","19","23","27","31","4","0","0"
"2047","13/06/09","2","8","10","18","21","28","2","0","0"
"2046","09/06/09","9","12","14","15","23","34","1","0","0"
"2045","06/06/09","13","23","29","31","32","34","1","0","0"
"2044","04/06/09","5","6","8","16","18","30","3","0","0"
"2043","02/06/09","6","9","12","19","27","32","4","0","0"
"2042","30/05/09","2","22","24","32","36","37","7","0","0"
"2041","26/05/09","2","5","9","17","23","33","3","0","1"
"2040","23/05/09","21","23","29","30","31","35","2","0","0"
"2039","19/05/09","4","5","10","11","30","37","4","0","0"
"2038","16/05/09","4","15","20","30","31","35","2","0","0"
"2037","12/05/09","3","6","18","26","27","34","6","0","0"
"2036","09/05/09","13","16","17","19","21","28","4","1","0"
"2035","07/05/09","7","9","28","29","36","37","1","0","0"
"2034","05/05/09","16","24","29","32","36","37","3","0","0"
"2033","02/05/09","5","11","15","20","21","26","5","0","0"
"2032","29/04/09","2","6","13","21","27","31","7","0","0"
"2031","25/04/09","1","5","6","16","27","33","3","0","0"
"2030","21/04/09","10","17","19","32","35","37","4","0","0"
"2029","18/04/09","13","16","18","25","32","33","7","1","0"
"2028","15/04/09","9","12","17","18","33","34","5","0","0"
"2027","11/04/09","4","5","10","11","20","25","5","0","0"
"2026","07/04/09","3","18","21","24","27","29","1","1","0"
"2025","04/04/09","15","17","21","35","36","37","6","0","0"
"2024","02/04/09","1","9","17","25","28","33","2","1","0"
"2023","31/03/09","2","8","21","22","33","35","4","0","0"
"2022","28/03/09","12","13","20","24","28","31","1","0","0"
"2021","24/03/09","2","8","12","21","26","28","5","0","0"
"2020","21/03/09","3","4","12","14","20","31","2","0","0"
"2019","17/03/09","7","9","10","11","20","33","3","0","0"
"2018","14/03/09","3","8","10","11","19","31","2","0","0"
"2017","10/03/09","5","11","15","28","30","34","2","0","0"
"2016","07/03/09","1","2","10","14","17","21","1","0","0"
"2015","05/03/09","1","7","10","24","28","35","1","0","0"
"2014","03/03/09","14","15","16","23","25","35","2","0","0"
"2013","28/02/09","8","14","24","28","34","35","8","0","0"
"2012","24/02/09","3","4","6","25","27","32","7","0","0"
"2011","21/02/09","12","13","17","22","30","33","5","0","0"
"2010","17/02/09","9","11","15","22","24","27","6","0","1"
"2009","14/02/09","1","8","10","16","26","30","6","0","0"
"2008","10/02/09","6","9","12","19","25","29","7","0","0"
"2007","07/02/09","1","4","5","6","19","30","8","0","0"
"2006","05/02/09","4","5","6","8","25","29","9","0","0"
"2005","03/02/09","9","13","15","17","19","32","5","0","0"
"2004","31/01/09","6","10","11","21","23","31","9","0","0"
"2003","27/01/09","3","6","7","10","23","25","7","0","0"
"2002","24/01/09","1","9","10","12","19","34","1","0","0"
"2001","20/01/09","1","5","16","19","26","33","7","1","0"
"2000","17/01/09","7","9","24","25","30","34","8","0","0"
"1999","13/01/09","2","3","11","12","20","30","4","0","0"
"1998","10/01/09","3","4","6","17","27","31","9","0","0"
"1997","06/01/09","5","24","26","27","29","30","5","0","0"
"1996","03/01/09","11","15","17","18","29","30","5","1","0"
"1995","01/01/09","2","4","13","19","29","31","7","0","0"
"1994","30/12/08","10","15","24","29","32","33","5","0","0"
"1993","27/12/08","6","8","10","18","31","32","9","0","0"
"1992","25/12/08","12","20","24","26","30","33","3","0","0"
"1991","23/12/08","1","2","15","17","19","25","7","0","0"
"1990","20/12/08","9","11","12","17","19","23","1","0","0"
"1989","16/12/08","4","11","20","22","30","32","9","0","0"
"1988","13/12/08","4","5","10","19","28","30","6","0","0"
"1987","09/12/08","5","11","12","18","26","34","5","1","0"
"1986","06/12/08","3","17","24","27","30","31","10","0","0"
"1985","04/12/08","4","7","18","21","28","30","5","0","0"
"1984","02/12/08","5","14","15","23","25","34","1","0","0"
"1983","29/11/08","3","8","13","17","22","29","8","0","0"
"1982","25/11/08","2","7","12","16","29","34","5","0","0"
"1981","22/11/08","9","15","18","22","23","24","3","0","0"
"1980","18/11/08","4","8","15","22","28","31","7","0","0"
"1979","15/11/08","4","8","25","26","29","31","4","0","0"
"1978","11/11/08","7","10","13","19","29","33","7","1","0"
"1977","08/11/08","5","19","22","27","29","34","5","0","0"
"1976","06/11/08","5","10","14","15","24","31","9","0","0"
"1975","04/11/08","2","5","11","21","24","31","3","0","0"
"1974","01/11/08","3","9","10","15","17","26","2","0","0"
"1973","30/10/08","2","6","14","26","27","30","2","0","0"
"1972","28/10/08","6","10","23","28","29","30","4","0","0"
"1971","25/10/08","1","7","8","19","24","26","4","0","0"
"1970","22/10/08","7","10","11","13","23","33","6","0","0"
"1969","18/10/08","4","8","17","18","22","32","1","0","0"
"1968","14/10/08","4","7","13","14","15","20","2","0","0"
"1967","11/10/08","9","10","20","24","26","27","7","0","0"
"1966","07/10/08","4","5","14","18","24","31","4","1","0"
"1965","04/10/08","2","9","13","16","20","23","5","1","0"
"1964","01/10/08","3","4","5","7","10","16","6","0","0"
"1963","27/09/08","3","5","9","16","18","26","2","0","0"
"1962","23/09/08","3","12","14","22","27","33","7","0","0"
"1961","20/09/08","10","14","17","26","30","33","10","0","0"
"1960","16/09/08","4","19","24","25","30","34","4","0","1"
"1959","13/09/08","2","3","5","11","13","24","2","0","0"
"1958","09/09/08","13","15","18","22","23","31","3","0","0"
"1957","06/09/08","4","9","12","24","29","33","7","0","0"
"1956","02/09/08","1","5","9","23","24","30","6","0","0"
"1955","30/08/08","13","18","25","26","31","32","1","0","0"
"1954","26/08/08","4","6","15","23","27","33","3","0","1"
"1953","23/08/08","1","2","8","10","19","22","5","0","0"
"1952","19/08/08","10","14","18","19","21","23","5","0","0"
"1951","16/08/08","12","18","19","23","28","29","3","0","0"
"1950","12/08/08","2","9","18","26","28","33","6","0","0"
"1949","08/08/08","3","8","13","20","31","33","10","0","0"
"1948","05/08/08","1","12","17","21","28","32","8","0","0"
"1947","02/08/08","1","19","20","22","28","34","4","1","0"
"1946","29/07/08","2","11","13","17","32","34","6","0","0"
"1945","26/07/08","5","15","21","22","27","29","10","0","0"
"1944","22/07/08","3","10","13","18","21","31","3","1","0"
"1943","19/07/08","12","15","17","18","26","31","9","0","0"
"1942","15/07/08","11","12","13","21","23","24","7","0","0"
"1941","12/07/08","5","8","12","16","21","25","1","0","0"
"1940","08/07/08","3","16","20","23","27","28","5","1","0"
"1939","05/07/08","3","19","25","26","32","34","10","0","0"
"1938","01/07/08","4","11","13","17","24","28","10","1","0"
"1937","28/06/08","4","7","11","14","22","25","7","1","0"
"1936","24/06/08","1","9","15","16","19","34","2","0","1"
"1935","21/06/08","2","9","13","19","23","32","3","0","1"
"1934","17/06/08","3","7","8","22","24","30","8","0","0"
"1933","14/06/08","2","4","19","27","33","34","8","0","0"
"1932","11/06/08","4","12","14","21","24","30","2","0","0"
"1931","07/06/08","1","2","17","18","32","34","6","0","0"
"1930","03/06/08","3","4","6","13","21","30","6","0","0"
"1929","31/05/08","2","8","20","25","31","32","9","0","0"
"1928","27/05/08","2","3","4","12","18","28","6","0","0"
"1927","24/05/08","1","2","16","17","20","31","3","0","0"
"1926","20/05/08","1","12","16","20","22","23","8","1","0"
"1925","17/05/08","5","9","13","24","27","31","2","0","0"
"1924","13/05/08","6","12","13","16","28","32","6","0","0"
"1923","10/05/08","6","11","18","25","29","30","8","0","0"
"1922","06/05/08","3","10","18","27","28","30","2","1","0"
"1921","03/05/08","11","18","22","24","26","29","5","2","0"
"1920","29/04/08","4","13","19","23","27","28","1","0","0"
"1919","26/04/08","1","2","3","6","7","17","6","0","0"
"1918","22/04/08","5","7","9","17","25","30","8","0","0"
